,Company,Title,Category,Location,Responsibilities,Minimum_Qualifications,Preferred_Qualifications,Country,Responsibilities_clean,Minimum_Qualifications_clean,Preferred_Qualifications_clean
845,Google,Interaction Designer,User Experience & Design,"Waterloo, ON, Canada","Create new designs, including user flows, wireframes, mocks and prototypes.
Communicate design intent to both internal and external teams, and justify design work and advocate for users’ needs.
Collaborate on a geographically distributed team of designers and researchers; explore all options.
Deliver the designs for each release and follow through on details with the Engineering team.
Guide development to implement experiences on mobile, tablet and TV.","BA/BS degree in Design, Human-Computer Interaction, Computer Science, or a related field or equivalent practical experience.
4 years of work experience in a related field.","Master's degree in Design, Human-Computer Interaction, Computer Science, or a related field.
Experience in designing or directing software development across mobile or interactive TV platforms.
Knowledge of JavaScript for rapid prototyping purposes, and HTML skills
Excellent leadership, communication and teamwork skills, with excellent visual design sense.",Canada,Create new designs including user flows wireframes mocks prototypes Communicate design intent internal external teams justify design work advocate users ’ needs Collaborate geographically distributed team designers researchers explore options Deliver designs release follow details Engineering team Guide development implement experiences mobile tablet TV,BA/BS degree Design Human-Computer Interaction Computer Science related field equivalent practical experience 4 years work experience related field,Master 's degree Design Human-Computer Interaction Computer Science related field Experience designing directing software development across mobile interactive TV platforms Knowledge JavaScript rapid prototyping purposes HTML skills Excellent leadership communication teamwork skills excellent visual design sense
846,Google,Interaction Designer,User Experience & Design,"Bengaluru, India","Provide leadership, direction and mentorship for a team of UX Designers; lead creative and holistic thinking across platforms
Deliver a UX vision, along with a plan for evolutionary, iterative updates, that actualize the larger vision over time
Build strong relationships and operating rhythms with leaders inside and outside their core product team to efficiently implement user experiences that are cohesive, inclusive and well-informed. Implement culture and principles within the group, while setting new standards in executional and operational excellence.
Advocate users in a fast-paced, corporate climate, imparting day-to-day design leadership that fosters a shared understanding of the user-centric intersection between design, content, business and engineering.","8 years of experience in UX design.
3 years of experience in managing or leading design teams.
Portfolio of UX-focused work samples for web and mobile applications.","Experience working across organizational boundaries to define, manage and prioritize work, with a collaborative and innovative approach.
Platform information architecture or system design experience.
Demonstrated ability to communicate complex concepts clearly across different audiences and varying levels of the organization.
Excellent communication, presentation and analytical skills.",India,Provide leadership direction mentorship team UX Designers lead creative holistic thinking across platforms Deliver UX vision along plan evolutionary iterative updates actualize larger vision time Build strong relationships operating rhythms leaders inside outside core product team efficiently implement user experiences cohesive inclusive well-informed Implement culture principles within group setting new standards executional operational excellence Advocate users fast-paced corporate climate imparting day-to-day design leadership fosters shared understanding user-centric intersection design content business engineering,8 years experience UX design 3 years experience managing leading design teams Portfolio UX-focused work samples web mobile applications,Experience working across organizational boundaries define manage prioritize work collaborative innovative approach Platform information architecture system design experience Demonstrated ability communicate complex concepts clearly across different audiences varying levels organization Excellent communication presentation analytical skills
847,Google,Quantitative User Experience Research Lead,User Experience & Design,"Mountain View, CA, United States","Be a thought leader on how to use data to inform the product experience with executive leadership.
Lead a team of Quantitative UX Researchers, creating actionable insights that inform product development
Build strong collaboration with Analytics and Quantitative Marketing teams globally.
Build a program and discipline around Live Experiments for the UX team.
Develop new quantitative methods and metrics development that can be replicated across the organization.","Master’s degree/PhD in computational social sciences (e.g,. Economics, sociology, psychology, decision sciences), statistics, computer science or related field or equivalent practical experience.
8 years of industry experience, working on an analytics, data science or product team.
Experience with designing and analyzing A/B experiments.
Experience with applied statistical analysis, data extraction (SQL), and scripting languages (Python, Lingo).","12 years of work experience in a relevant position or industry.
Experience managing and/or leading quantitative teams.
Experience collaborating with qualitative UX researchers.
Excellent interpersonal, communication, negotiation, and collaboration skills",United States,Be thought leader use data inform product experience executive leadership Lead team Quantitative UX Researchers creating actionable insights inform product development Build strong collaboration Analytics Quantitative Marketing teams globally Build program discipline around Live Experiments UX team Develop new quantitative methods metrics development replicated across organization,Master ’ degree/PhD computational social sciences e.g Economics sociology psychology decision sciences statistics computer science related field equivalent practical experience 8 years industry experience working analytics data science product team Experience designing analyzing A/B experiments Experience applied statistical analysis data extraction SQL scripting languages Python Lingo,12 years work experience relevant position industry Experience managing and/or leading quantitative teams Experience collaborating qualitative UX researchers Excellent interpersonal communication negotiation collaboration skills
848,Google,"User Experience Engineer Intern, Summer 2018",User Experience & Design,"San Francisco, CA, United States",Specific responsibilities vary by project area.,"Currently pursuing a Bachelor’s degree in Computer Science or related technical field, and graduating in 2018, 2019 or 2020.
Must be currently enrolled in a full-time degree program and returning to the program after completion of the internship.
HTML5, CSS3, and JavaScript development experience.
Experience with development on mobile platforms, material design standards and principles, developing websites and applications, ideation, design, storyboarding, and overall UX development.","Currently pursuing a MS or PhD in Computer Science or related technical field, and graduating in 2018, 2019 or 2020.
Experience with emerging technologies such as depth sensing, augmented reality, or virtual reality.
Experience developing clean, valid and novel games for mobile (tablet, phones, and wearable) and for other form factors (e.g., Smart TV).
Fluency in one or more of the following: Python, JavaScript, Java, PHP, Perl, or C++.
Relevant Internship work, work experience, or personal project experience outside the classroom in at least one of the following: physics engines, rendering engines, or artificial intelligence engines.
Authorization to work in the United States.",United States,Specific responsibilities vary project area,Currently pursuing Bachelor ’ degree Computer Science related technical field graduating 2018 2019 2020 Must currently enrolled full-time degree program returning program completion internship HTML5 CSS3 JavaScript development experience Experience development mobile platforms material design standards principles developing websites applications ideation design storyboarding overall UX development,Currently pursuing MS PhD Computer Science related technical field graduating 2018 2019 2020 Experience emerging technologies depth sensing augmented reality virtual reality Experience developing clean valid novel games mobile tablet phones wearable form factors e.g. Smart TV Fluency one following Python JavaScript Java PHP Perl C++ Relevant Internship work work experience personal project experience outside classroom least one following physics engines rendering engines artificial intelligence engines Authorization work United States
849,Google,User Experience Research Lead,User Experience & Design,"New York, NY, United States","Collect and analyze user behavior through server logs, online experiments (A/B testing), benchmark studies, lab studies, and surveys.
Work with designers, product managers, engineers, and research managers to prioritize research opportunities in a fast-paced, rapidly changing environment.
Understand and incorporate complex technical and business requirements into research.
Advocate research findings to diverse audiences through written reports and oral presentations.
Manage a team of User Experience Researchers.","BA/BS degree in Computer Science, Human-Computer Interaction, Cognitive Science, Experimental Psychology, Anthropology, Information Science or a related field, or equivalent practical experience.
10 years of work experience in an applied research setting.","15 years of relevant work experience, including experience integrating user research into product designs and design practices.
Experience with SQL, Python, SPSS and remote usability testing tools, such as Keynote or UserZoom.
Internet, search and advertising experience.
Strong understanding of the strengths and shortcomings of different research methods, including when and how to apply them during each product phase.
Excellent working knowledge of statistics and the principles of experiment design.
Effective interpersonal, communication, negotiation and collaboration skills.",United States,Collect analyze user behavior server logs online experiments A/B testing benchmark studies lab studies surveys Work designers product managers engineers research managers prioritize research opportunities fast-paced rapidly changing environment Understand incorporate complex technical business requirements research Advocate research findings diverse audiences written reports oral presentations Manage team User Experience Researchers,BA/BS degree Computer Science Human-Computer Interaction Cognitive Science Experimental Psychology Anthropology Information Science related field equivalent practical experience 10 years work experience applied research setting,15 years relevant work experience including experience integrating user research product designs design practices Experience SQL Python SPSS remote usability testing tools Keynote UserZoom Internet search advertising experience Strong understanding strengths shortcomings different research methods including apply product phase Excellent working knowledge statistics principles experiment design Effective interpersonal communication negotiation collaboration skills
850,Google,Visual Designer,User Experience & Design,"San Bruno, CA, United States","Design one or more of Google's consumer facing products.
Create a look consistent with all of Google while pleasing our users.
Communicate effectively in a cross-functional product development team and present ideas and designs effectively.
Present the user interface visually so information is easy to read, easy to understand and easy to find.
Market and promote products and features so users understand what they're getting and what the benefits are.","BA/BS degree in Design (e.g., interaction, graphic, visual communications, product, industrial), HCI, CS, or a related field or equivalent practical experience.
5 years of experience in a related field
Experience collaborating with multidisciplinary UX and/or product teams (motion, interaction, UX research, engineering, UX writer) on technical implementation
Experience implementing visual design systems across a range of platforms in an iterative software development environment.","Proficient with industry standard design tools (e.g. Photoshop, Illustrator, Sketch).
Excellent problem-solving skills and familiarity with technical constraints and limitations as they apply to designing for platforms such as desktop and mobile, Android and iOS.
Proven ability to act as a leader in communicating conceptual ideas and design rationale, all within a user-centered design process.
Must be self-motivated to prioritize and manage workload and meet critical project deadlines.
Excellent interpersonal skills and the ability to build good working relationships.",United States,Design one Google 's consumer facing products Create look consistent Google pleasing users Communicate effectively cross-functional product development team present ideas designs effectively Present user interface visually information easy read easy understand easy find Market promote products features users understand 're getting benefits,BA/BS degree Design e.g. interaction graphic visual communications product industrial HCI CS related field equivalent practical experience 5 years experience related field Experience collaborating multidisciplinary UX and/or product teams motion interaction UX research engineering UX writer technical implementation Experience implementing visual design systems across range platforms iterative software development environment,Proficient industry standard design tools e.g Photoshop Illustrator Sketch Excellent problem-solving skills familiarity technical constraints limitations apply designing platforms desktop mobile Android iOS Proven ability act leader communicating conceptual ideas design rationale within user-centered design process Must self-motivated prioritize manage workload meet critical project deadlines Excellent interpersonal skills ability build good working relationships
851,Google,User Experience Researcher,User Experience & Design,"Cambridge, MA, United States","Conduct independent research on multiple aspects of products and experiences.
Collect and analyze user behavior through lab studies, field visits, ethnography, surveys, benchmark studies, server logs, and online experiments (A/B testing).
Work with Designers, Product Managers, Engineers, and other UXRs to prioritize research opportunities in a fast-paced, rapidly changing environment.
Understand and incorporate complex technical and business requirements into research.
Advocate research findings to diverse audiences through written reports and in-person presentations.","BA/BS degree in Anthropology, Human Factors, Psychology, HCI/Computer Science or other related fields or equivalent practical experience.
4 years of work experience.
Experience conducting semi-structured interviews, contextual field visits, usability studies either live or remote (e.g. Userzoom or usertesting.com).","M.S./M.A. or Ph.D. in a related field or equivalent practical experience.
Experience in survey design (ie: Qualtrics). Experience working with statistics and experimental design.
Experience with internet search, advertising, and curation within mobile, apps or development environments.
Demonstrated understanding of the strengths and shortcomings of different research methods, including when and how to apply them during the product development process.
Excellent interpersonal, communication and collaboration skills.",United States,Conduct independent research multiple aspects products experiences Collect analyze user behavior lab studies field visits ethnography surveys benchmark studies server logs online experiments A/B testing Work Designers Product Managers Engineers UXRs prioritize research opportunities fast-paced rapidly changing environment Understand incorporate complex technical business requirements research Advocate research findings diverse audiences written reports in-person presentations,BA/BS degree Anthropology Human Factors Psychology HCI/Computer Science related fields equivalent practical experience 4 years work experience Experience conducting semi-structured interviews contextual field visits usability studies either live remote e.g Userzoom usertesting.com,M.S./M.A Ph.D. related field equivalent practical experience Experience survey design ie Qualtrics Experience working statistics experimental design Experience internet search advertising curation within mobile apps development environments Demonstrated understanding strengths shortcomings different research methods including apply product development process Excellent interpersonal communication collaboration skills
852,Google,UX Design Lead,User Experience & Design,"Mountain View, CA, United States","Provide leadership, direction and mentorship for a team of UX Designers; lead creative and holistic thinking across diverse product releases, platforms and devices.
Deliver a UX vision, along with a plan for evolutionary, iterative updates, that actualize the larger vision over time.
Build strong relationships and operating rhythms with leaders inside and outside their core product team to efficiently implement user experiences that are cohesive, inclusive and well-informed.
Implement culture and principles within the group, while setting new standards in executional and operational excellence.
Advocate users in a fast-paced, corporate climate, imparting day-to-day design leadership that fosters a shared understanding of the user-centric intersection between design, content, business and engineering.","10 years of experience in UX Design.
Portfolio of UX-focused work samples for web and mobile applications.","3 years of experience in managing or leading design teams.
Experience working across organizational boundaries to define, manage and prioritize work, with a collaborative and innovative approach.
Demonstrated ability to communicate complex concepts clearly across different audiences and varying levels of the organization.
Excellent communication, presentation and analytical skills.",United States,Provide leadership direction mentorship team UX Designers lead creative holistic thinking across diverse product releases platforms devices Deliver UX vision along plan evolutionary iterative updates actualize larger vision time Build strong relationships operating rhythms leaders inside outside core product team efficiently implement user experiences cohesive inclusive well-informed Implement culture principles within group setting new standards executional operational excellence Advocate users fast-paced corporate climate imparting day-to-day design leadership fosters shared understanding user-centric intersection design content business engineering,10 years experience UX Design Portfolio UX-focused work samples web mobile applications,3 years experience managing leading design teams Experience working across organizational boundaries define manage prioritize work collaborative innovative approach Demonstrated ability communicate complex concepts clearly across different audiences varying levels organization Excellent communication presentation analytical skills
853,Google,"User Experience Design Intern, Summer 2018",User Experience & Design,"Boulder, CO, United States","Motion Designer:
Create motion studies for enhancing usability, interaction, storytelling and delight.
Work closely with UX partners and product managers to ideate and define.
Work closely with engineering to integrate into products.
Work closely with research to test and inform user experiences.
Visual Designer:
Produce quality design that accurately reflect a visual design language or brand guideline.
Understand of typography, color, grid, and composition. Demonstrate best practices for pixel-perfect production considerations and methods.
Use a broad range of style that can be consistently executed with an aesthetic personality or voice that is consistent, though not restricting.
Develop and communicate underlying concepts that inspire design implementation.
Interaction Designer:
Produce and test interaction flows and mocks that accurately communicate product functionality to product, engineering, and visual design team members.
Pair research with an intellectual curiosity that encourages testing and iteration is essential.
Understand modern web and/or mobile environments such as HTML, CSS, JavaScript, Android UI, and iOS UI, as well as how the technologies of each can be used to further enhance the overall experience.
Appreciate aesthetic details.","Must be currently enrolled in a full-time degree program and returning to the program after completion of the internship.
Currently pursuing a BA/BS degree in graphic design, human-computer interaction, computer science, or related field and graduating in 2018, 2019 or 2020.
A design portfolio that demonstrates design principles for web and/or mobile platforms.","Currently pursuing a MS degree in graphic design, human-computer interaction, computer science, or related field and graduating in 2018, 2019 or 2020.
Demonstrable proficiency with design tools (e.g. Adobe Photoshop, Sketch, Illustrator, After Effects, Quartz Composer, Framer Studio, etc.) and familiarity with front- end engineering and/ or working with engineers.
Ability to apply brand visual assets in a user interface context and understanding of user-centered design principles.
Solid analytical, creative and visual thinker with excellent communication skills, both verbal and visual.
Strong design background in fundamentals along with relevant internship work, work experience, or personal project experience outside the classroom in interaction, graphic design or motion design.
Authorization to work in the United States.",United States,Motion Designer Create motion studies enhancing usability interaction storytelling delight Work closely UX partners product managers ideate define Work closely engineering integrate products Work closely research test inform user experiences Visual Designer Produce quality design accurately reflect visual design language brand guideline Understand typography color grid composition Demonstrate best practices pixel-perfect production considerations methods Use broad range style consistently executed aesthetic personality voice consistent though restricting Develop communicate underlying concepts inspire design implementation Interaction Designer Produce test interaction flows mocks accurately communicate product functionality product engineering visual design team members Pair research intellectual curiosity encourages testing iteration essential Understand modern web and/or mobile environments HTML CSS JavaScript Android UI iOS UI well technologies used enhance overall experience Appreciate aesthetic details,Must currently enrolled full-time degree program returning program completion internship Currently pursuing BA/BS degree graphic design human-computer interaction computer science related field graduating 2018 2019 2020 A design portfolio demonstrates design principles web and/or mobile platforms,Currently pursuing MS degree graphic design human-computer interaction computer science related field graduating 2018 2019 2020 Demonstrable proficiency design tools e.g Adobe Photoshop Sketch Illustrator After Effects Quartz Composer Framer Studio etc familiarity front- end engineering and/ working engineers Ability apply brand visual assets user interface context understanding user-centered design principles Solid analytical creative visual thinker excellent communication skills verbal visual Strong design background fundamentals along relevant internship work work experience personal project experience outside classroom interaction graphic design motion design Authorization work United States
854,Google,"UX Engineer, Design (Android or iOS)",User Experience & Design,"Kirkland, WA, United States","Deliver innovative, engaging prototypes using the latest in front-end technologies.
Advise, collaborate with, and synthesize feedback from UX designers and researchers.
Fulfill several project requests simultaneously while meeting tight deadlines.
Assist front-end engineers with final development of Google products.","BA/BS degree in Computer Science or equivalent practical experience.
2 years of developing mobile applications or websites
Experience with front-end web technologies (HTML5, CSS3, and JavaScript).
Experience developing natively on mobile platforms (Android or iOS).","4 years of experience developing clean, valid and novel mobile applications.
Experience with animation and motion frameworks.
Strong, demonstrated fluency in Java/Android SDK or Objective C/Swift/Xcode.
Deep understanding of UX practices and processes, including user-centered design and research.
Excellent leadership, communication, project management, and organizational skills.",United States,Deliver innovative engaging prototypes using latest front-end technologies Advise collaborate synthesize feedback UX designers researchers Fulfill several project requests simultaneously meeting tight deadlines Assist front-end engineers final development Google products,BA/BS degree Computer Science equivalent practical experience 2 years developing mobile applications websites Experience front-end web technologies HTML5 CSS3 JavaScript Experience developing natively mobile platforms Android iOS,4 years experience developing clean valid novel mobile applications Experience animation motion frameworks Strong demonstrated fluency Java/Android SDK Objective C/Swift/Xcode Deep understanding UX practices processes including user-centered design research Excellent leadership communication project management organizational skills
855,Google,Interaction Designer,User Experience & Design,"San Francisco, CA, United States","Help to define the user model and user interface for Google products and features.
Develop high level and/or detailed storyboards, mockups, and prototypes to effectively communicate interaction and design ideas.
Gauge the usability of new and existing products and making constructive suggestions for change.","BA/BS degree in Design (e.g. interaction, graphic, visual communications, product, industrial, etc), Human-Computer Interaction (HCI), Computer Science (CS) or a related field, or equivalent practical experience.
3 years of industry experience.","MA/MS degree in Design, HCI, CS, or a related field.
Experience working with web or mobile based technologies such as HTML, CSS, JavaScript, Android Studio, XCode, etc.
Demonstrated experience in crafting usable digital interfaces.
Demonstrated visual design sensibilities as they relate to applying a brand to digital experiences.
Excellent leadership, communication and collaboration skills.",United States,Help define user model user interface Google products features Develop high level and/or detailed storyboards mockups prototypes effectively communicate interaction design ideas Gauge usability new existing products making constructive suggestions change,BA/BS degree Design e.g interaction graphic visual communications product industrial etc Human-Computer Interaction HCI Computer Science CS related field equivalent practical experience 3 years industry experience,MA/MS degree Design HCI CS related field Experience working web mobile based technologies HTML CSS JavaScript Android Studio XCode etc Demonstrated experience crafting usable digital interfaces Demonstrated visual design sensibilities relate applying brand digital experiences Excellent leadership communication collaboration skills
856,YouTube,"Interaction Designer, YouTube",User Experience & Design,"San Bruno, CA, United States","Help to define the user model and user interface for Google products and features.
Develop high level and/or detailed storyboards, mockups, and prototypes to effectively communicate interaction and design ideas.
Gauge the usability of new and existing products and making constructive suggestions for change.","BA/BS degree in Design (e.g., interaction, graphic, visual communications, product, industrial), HCI, CS, or a related field or equivalent practical experience.
3 years of experience in a related field","MA/MS degree in Design, HCI, CS, or a related field.
Demonstrated experience in crafting usable digital interfaces.
Experience working with web or mobile based technologies such as HTML, CSS, JavaScript, Android Studio, XCode, etc.
Visual design sensibilities as they relate to applying a brand to digital experiences.
Excellent leadership, communication and collaboration skills.",United States,Help define user model user interface Google products features Develop high level and/or detailed storyboards mockups prototypes effectively communicate interaction design ideas Gauge usability new existing products making constructive suggestions change,BA/BS degree Design e.g. interaction graphic visual communications product industrial HCI CS related field equivalent practical experience 3 years experience related field,MA/MS degree Design HCI CS related field Demonstrated experience crafting usable digital interfaces Experience working web mobile based technologies HTML CSS JavaScript Android Studio XCode etc Visual design sensibilities relate applying brand digital experiences Excellent leadership communication collaboration skills
857,Google,Interaction Designer,User Experience & Design,"Kirkland, WA, United States","Help to define the user model and user interface for new and existing Google products and features.
Develop high level and/or detailed storyboards, mockups and prototypes to effectively communicate interaction and design ideas.
Gauge the usability of new and existing products and making constructive suggestions for change.","BA/BS degree in Design (e.g., interaction, graphic, visual communications, product, industrial), HCI, CS or a related field or equivalent practical experience.
3 years of experience in a related field.","MA or MS degree in Design (e.g., interaction, graphic, visual communications, product, industrial), Human-Computer Interaction, Computer Science, or a related field.
Demonstrated experience in designing usable web-based interfaces.
Expert HTML skills.
Strong, clean visual design sense.
Knowledge of JavaScript for rapid prototyping purposes.
Excellent leadership, communication and teamwork skills.",United States,Help define user model user interface new existing Google products features Develop high level and/or detailed storyboards mockups prototypes effectively communicate interaction design ideas Gauge usability new existing products making constructive suggestions change,BA/BS degree Design e.g. interaction graphic visual communications product industrial HCI CS related field equivalent practical experience 3 years experience related field,MA MS degree Design e.g. interaction graphic visual communications product industrial Human-Computer Interaction Computer Science related field Demonstrated experience designing usable web-based interfaces Expert HTML skills Strong clean visual design sense Knowledge JavaScript rapid prototyping purposes Excellent leadership communication teamwork skills
858,Google,Interaction Designer,User Experience & Design,"Shanghai, China","Define the information architecture and design language of products, ensuring that they fit both into the overall Google language, while also working effectively in a challenging and broad technical environment.
Be responsible for all stages of design, thinking strategically while executing on objectives and demonstrating great attention to detail.
Work with Product and Engineering to drive long-term vision as well as quarterly goals and decide the strategic priorities for the product.
Institute effective operational processes so that Design and Engineering work tightly together. Oversee external contract designers where necessary.
Detail the workflow experience of our users and design compelling knowledge and entertainment products for global Emerging Markets that cement Google's relationship with the users.","BA/BS degree or equivalent practical experience.
8 years of experience in UX Design.","Master's degree or post-graduate degree in visual communication, product design, industrial design or information design.
Demonstrated experience in designing usable web-based and/or mobile interfaces.
Demonstrated knowledge of HTML. Knowledge of CSS and JavaScript.
Knowledge of cross-browser issues and strategies for designing compatible UI.
Demonstrated proficiency with Photoshop or Fireworks.",China,Define information architecture design language products ensuring fit overall Google language also working effectively challenging broad technical environment Be responsible stages design thinking strategically executing objectives demonstrating great attention detail Work Product Engineering drive long-term vision well quarterly goals decide strategic priorities product Institute effective operational processes Design Engineering work tightly together Oversee external contract designers necessary Detail workflow experience users design compelling knowledge entertainment products global Emerging Markets cement Google 's relationship users,BA/BS degree equivalent practical experience 8 years experience UX Design,Master 's degree post-graduate degree visual communication product design industrial design information design Demonstrated experience designing usable web-based and/or mobile interfaces Demonstrated knowledge HTML Knowledge CSS JavaScript Knowledge cross-browser issues strategies designing compatible UI Demonstrated proficiency Photoshop Fireworks
859,Google,User Experience Researcher,User Experience & Design,"Mountain View, CA, United States","Conduct independent research on multiple aspects of products and experiences.
Collect and analyze user behavior through lab studies, field visits, ethnography, surveys, benchmark studies, server logs, and online experiments (A/B testing).
Work with Designers, Product Managers, Engineers, and other UXRs to prioritize research opportunities in a fast-paced, rapidly changing environment.
Understand and incorporate complex technical and business requirements into research.
Advocate research findings to diverse audiences through written reports and in-person presentations.","BA/BS degree in Anthropology, Human Factors, Psychology, HCI/Computer Science or other related fields or equivalent practical experience.
4 years of work experience.
Experience conducting semi-structured interviews, contextual field visits, usability studies either live or remote (e.g. Userzoom or usertesting.com).","M.S./M.A. or Ph.D. in a related field or equivalent practical experience.
Experience integrating user research into product designs and design practices.
Experience in survey design (ie: Qualtrics). Experience working with statistics and experimental design.
Experience with internet search, advertising, and curation within mobile, apps or development environments.
Demonstrated understanding of the strengths and shortcomings of different research methods, including when and how to apply them during the product development process.
Excellent interpersonal, communication and collaboration skills.",United States,Conduct independent research multiple aspects products experiences Collect analyze user behavior lab studies field visits ethnography surveys benchmark studies server logs online experiments A/B testing Work Designers Product Managers Engineers UXRs prioritize research opportunities fast-paced rapidly changing environment Understand incorporate complex technical business requirements research Advocate research findings diverse audiences written reports in-person presentations,BA/BS degree Anthropology Human Factors Psychology HCI/Computer Science related fields equivalent practical experience 4 years work experience Experience conducting semi-structured interviews contextual field visits usability studies either live remote e.g Userzoom usertesting.com,M.S./M.A Ph.D. related field equivalent practical experience Experience integrating user research product designs design practices Experience survey design ie Qualtrics Experience working statistics experimental design Experience internet search advertising curation within mobile apps development environments Demonstrated understanding strengths shortcomings different research methods including apply product development process Excellent interpersonal communication collaboration skills
860,Google,Quantitative User Experience Researcher,User Experience & Design,"Sydney, Australia","Define and measure quantitative UX goals and metrics in collaboration with Designers, Qualitative Researchers, Engineers and Program Managers.
Examine existing data and product designs to generate hypotheses and plans for high-impact research.
Prioritize and drive research to improve user experience.
Develop code and statistical models to understand user experience.
Drive change by communicating findings to stakeholders in the company. Make research findings convincing and actionable for both research experts and non-experts.","BA/BS degree in Computer Science, Human-Computer Interaction, Statistics, Psychology, or a related field, or equivalent practical experience.
5 years of experience in an applied research setting.
Experience with one or more programming languages commonly used for data manipulation and computational statistics (e.g. Python, R, Matlab, C++, Java, Go, etc). Experience with SQL.","MS or PhD degree in Computer Science, Human-Computer Interaction, Psychology, Statistics or a related field.
5 years of relevant work experience with User Experience or Human-Computer Interaction teams.
Demonstrated expertise in multivariate statistics and in the design of experiments.
Proficiency in programming computational and statistical algorithms for large data sets.
Demonstrated command of research questions within a given domain, and of technical tools for the analysis of data within that field.",Australia,Define measure quantitative UX goals metrics collaboration Designers Qualitative Researchers Engineers Program Managers Examine existing data product designs generate hypotheses plans high-impact research Prioritize drive research improve user experience Develop code statistical models understand user experience Drive change communicating findings stakeholders company Make research findings convincing actionable research experts non-experts,BA/BS degree Computer Science Human-Computer Interaction Statistics Psychology related field equivalent practical experience 5 years experience applied research setting Experience one programming languages commonly used data manipulation computational statistics e.g Python R Matlab C++ Java Go etc Experience SQL,MS PhD degree Computer Science Human-Computer Interaction Psychology Statistics related field 5 years relevant work experience User Experience Human-Computer Interaction teams Demonstrated expertise multivariate statistics design experiments Proficiency programming computational statistical algorithms large data sets Demonstrated command research questions within given domain technical tools analysis data within field
861,Google,UX Program Manager,User Experience & Design,"Mountain View, CA, United States","Collaborate with and support UX team leads in delivering the highest level of trust-building and strategic counsel through all project interactions.
Act as a bridge between UX, Engineering, and Product Management (PM) teams, connecting all three groups and making sure interdependencies are understood and planned for.
Identify team needs with regards to process, tools, documentation, and asset management, driving required changes to make sure designers are working at optimum efficiency.
Lead or collaborate with UX team leadership in key project decision-making, including: requirements gathering, scheduling, resource allocation, and coordination of teams and approval processes.
Orchestrate successful delivery for multiple projects simultaneously.",BA/BS degree or equivalent practical experience.,"Familiarity with design, user research, and innovation processes and experience working with design, research, and engineering professionals.
Demonstrated program/project management skills, with ability to lead complex strategic and operational initiatives.
Proven record of coordinating creative output.",United States,Collaborate support UX team leads delivering highest level trust-building strategic counsel project interactions Act bridge UX Engineering Product Management PM teams connecting three groups making sure interdependencies understood planned Identify team needs regards process tools documentation asset management driving required changes make sure designers working optimum efficiency Lead collaborate UX team leadership key project decision-making including requirements gathering scheduling resource allocation coordination teams approval processes Orchestrate successful delivery multiple projects simultaneously,BA/BS degree equivalent practical experience,Familiarity design user research innovation processes experience working design research engineering professionals Demonstrated program/project management skills ability lead complex strategic operational initiatives Proven record coordinating creative output
862,Google,Interaction Designer,User Experience & Design,"Los Angeles, CA, United States","Help to define the user model and user interface for Google products and features.
Develop high level and/or detailed storyboards, mockups, and prototypes to effectively communicate interaction and design ideas.
Gauge the usability of new and existing products and making constructive suggestions for change.","BA/BS degree in Design, Human-Computer Interaction, Computer Science or a related field, or equivalent practical experience.
4 years of industry experience.","Master's degree in Design, Human-Computer Interaction, Computer Science or a related field.
Experience working with web or mobile based technologies such as HTML, CSS, JavaScript, Android Studio, XCode, etc.
Experience in crafting usable digital interfaces.
Demonstrated visual design sensibilities relating to applying a brand to digital experiences.
Excellent leadership, communication and collaboration skills.",United States,Help define user model user interface Google products features Develop high level and/or detailed storyboards mockups prototypes effectively communicate interaction design ideas Gauge usability new existing products making constructive suggestions change,BA/BS degree Design Human-Computer Interaction Computer Science related field equivalent practical experience 4 years industry experience,Master 's degree Design Human-Computer Interaction Computer Science related field Experience working web mobile based technologies HTML CSS JavaScript Android Studio XCode etc Experience crafting usable digital interfaces Demonstrated visual design sensibilities relating applying brand digital experiences Excellent leadership communication collaboration skills
